,Close,Signal,capital,shares
503,686.6500244140625,-1.0,771.8656005859375,0
504,654.0499877929688,-1.0,771.8656005859375,0
505,649.5499877929688,-1.0,771.8656005859375,0
506,637.5999755859375,-1.0,771.8656005859375,0
507,610.4500122070312,-1.0,771.8656005859375,0
508,606.5999755859375,-1.0,771.8656005859375,0
509,604.5999755859375,-1.0,771.8656005859375,0
510,608.5999755859375,-1.0,771.8656005859375,0
511,598.5499877929688,-1.0,771.8656005859375,0
512,583.75,-1.0,771.8656005859375,0
513,601.9000244140625,-1.0,771.8656005859375,0
514,615.7000122070312,-1.0,771.8656005859375,0
515,594.4000244140625,-1.0,771.8656005859375,0
516,592.8499755859375,-1.0,771.8656005859375,0
517,577.7999877929688,-1.0,771.8656005859375,0
518,597.9500122070312,-1.0,771.8656005859375,0
519,615.9000244140625,-1.0,771.8656005859375,0
520,586.7000122070312,-1.0,771.8656005859375,0
521,558.0499877929688,-1.0,771.8656005859375,0
522,589.3499755859375,-1.0,771.8656005859375,0
523,588.1500244140625,-1.0,771.8656005859375,0
524,589.75,-1.0,771.8656005859375,0
525,602.9000244140625,-1.0,771.8656005859375,0
526,625.0,-1.0,771.8656005859375,0
527,614.5,-1.0,771.8656005859375,0
528,625.0499877929688,-1.0,771.8656005859375,0
529,621.5499877929688,-1.0,771.8656005859375,0
530,648.4000244140625,-1.0,771.8656005859375,0
531,657.5499877929688,-1.0,771.8656005859375,0
532,673.7000122070312,-1.0,771.8656005859375,0
533,662.7999877929688,-1.0,771.8656005859375,0
534,664.8499755859375,-1.0,771.8656005859375,0
535,659.9500122070312,-1.0,771.8656005859375,0
536,650.0,-1.0,771.8656005859375,0
537,640.0999755859375,-1.0,771.8656005859375,0
538,657.5999755859375,-1.0,771.8656005859375,0
539,664.2000122070312,-1.0,771.8656005859375,0
540,655.5999755859375,-1.0,771.8656005859375,0
541,645.0999755859375,-1.0,771.8656005859375,0
